id,shop_url,shop_name,rank_stars,shop_review,shop_price,shop_area_tag,shop_addr,shop_Q,shop_E,shop_S,adress_s,address_d,lng_wgs84,lat_wgs84,fnid
250,http://www.dianping.com/shop/5238824,国盛商场,准四星商户,['3'],[],东直门,东直门外大街39号,6.9,7,6.9,北京东直门外大街39号国盛商场,北京市东城区国盛商场,116.4288793,39.94033218,157424
251,http://www.dianping.com/shop/24660206,哈德门广场,准四星商户,['4'],[],崇文门,崇文门外大街18号,7.6,7.6,7.6,北京崇文门外大街18号哈德门广场,北京市东城区哈德门广场,116.4142318,39.8981195,144567
252,http://www.dianping.com/shop/2291395,绿洲购物中心,三星商户,['2'],[],崇文门,北京站西街1号,6.7,6.7,6.7,北京北京站西街1号绿洲购物中心,北京市昌平区站西街|1,116.4199812,39.90416357,145997
253,http://www.dianping.com/shop/77439881,东华金街购物中心,三星商户,['7'],[],王府井/东单,王府井大街301-1号,6.7,6.7,6.7,北京王府井大街301-1号东华金街购物中心,北京市东城区东华金街购物中心,116.4045615,39.90869939,147419
255,http://www.dianping.com/shop/65811261,乐天银泰百货王府井,准四星商户,['3'],[],沙滩/美术馆灯市口,灯市口大街110号,7.4,7.4,7.2,北京灯市口大街110号乐天银泰百货王府井,北京市东城区王府井,116.4055443,39.91466852,149562
256,http://www.dianping.com/shop/2858518,胡家园商场,三星商户,['24'],[],东直门,胡家园社区3号楼1层,6.4,6.3,6.1,北京胡家园社区3号楼1层胡家园商场,北京市东城区胡家园商场,116.43862490000001,39.94306701,158855
260,http://www.dianping.com/shop/77275865,科惠瑞德购物中心,准四星商户,['2'],[],建国门/北京站,莲花池东路北京西站进站口二层,7.6,7.6,7.6,北京莲花池东路北京西站进站口二层科惠瑞德购物中心,北京市海淀区北京西站,116.3223952,39.89621209,143821
261,http://www.dianping.com/shop/2691406,亿兆百货,准四星商户,['13'],[],前门,珠市口东大街16-8号,7,6.9,6.9,北京珠市口东大街16-8号亿兆百货,北京市东城区珠市口东大街|16号|8,116.3963923,39.8905067,141705
262,http://www.dianping.com/shop/24471433,国谊商城,三星商户,[],[],和平里,和平里与中街交汇处,9,7,5.5,北京和平里与中街交汇处国谊商城,北京市东城区和平里,116.4152838,39.95432905,162417
264,http://www.dianping.com/shop/9079714,红都华表商场(北新桥店),准四星商户,['3'],[],东四,东四北大街74号,7,7,7.1,北京东四北大街74号红都华表商场(北新桥店),北京市东城区华表商场,116.41176829999999,39.92131566,151706
265,http://www.dianping.com/shop/11257715,鑫珠光商场,准四星商户,['1'],[],前门,珠市口东大街9-5号,7,7,7.2,北京珠市口东大街9-5号鑫珠光商场,北京市东城区鑫珠光商场,116.4040854,39.89201696,142421
269,http://www.dianping.com/shop/2032672,华表商场,准四星商户,['27'],[],东四,东四南大街48号,6.7,6.5,6.6,北京东四南大街48号华表商场,北京市东城区华表商场,116.4112619,39.92060035,151706
270,http://www.dianping.com/shop/23571946,摩登汇购物中心,准四星商户,['1'],[],王府井/东单,王府井大街与锡拉胡同交叉口东南100米,7,7,7,北京王府井大街与锡拉胡同交叉口东南100米摩登汇购物中心,北京市东城区摩登汇购物中心,116.4054483,39.91459748,149562
272,http://www.dianping.com/shop/38075136,京新旅大厦,准四星商户,['1'],[],东城区,王府井大街301-1号,7,7,7,北京王府井大街301-1号京新旅大厦,北京市东城区京新旅大厦,116.4044115,39.90856134,147419
274,http://www.dianping.com/shop/11259989,前门亿兆商场,三星商户,['1'],[],沙子口,景泰东里1-14号楼,6.8,6.9,6.9,北京景泰东里1-14号楼前门亿兆商场,北京市东城区亿兆商场,116.40820759999998,39.86380517,133141
296,http://www.dianping.com/shop/19350357,喜隆多新国际购物中心,五星商户,['605'],['219'],苹果园,阜石路300号,9,9,8.9,北京阜石路300号喜隆多新国际购物中心,北京市石景山区喜隆多新国际购物中心,116.1658494,39.921865600000004,151622
297,http://www.dianping.com/shop/2906791,万达广场(石景山店),准五星商户,['1689'],['303'],鲁谷,石景山路乙18号,8.4,8.5,8.3,北京石景山路乙18号万达广场(石景山店),北京市石景山区万达广场,116.2198987,39.90473918,146642
298,http://www.dianping.com/shop/3434881,当代商城(鼎城店),四星商户,['367'],['31536'],苹果园,阜石路165号,8,8.3,8,北京阜石路165号当代商城(鼎城店),北京市石景山区当代鼎城,116.18945320000002,39.92468589,152344
299,http://www.dianping.com/shop/45299081,盛景国际广场,准五星商户,['48'],[],古城/八角,石景山路68号盛景国际大厦,8.2,7.9,8.3,北京石景山路68号盛景国际大厦盛景国际广场,北京市石景山区盛景国际广场,116.19487269999999,39.90704333,147348
300,http://www.dianping.com/shop/24633351,万达广场c座,四星商户,['9'],[],鲁谷,政达路万达广场C座2215室,8,8,8,北京政达路万达广场C座2215室万达广场c座,北京市石景山区万达广场|C座,116.2185017,39.90448297,145928
301,http://www.dianping.com/shop/4102675,北京台湾街,准四星商户,['304'],['67'],鲁谷,石景山路2号,7,6.9,6.8,北京石景山路2号北京台湾街,北京市石景山区石景山路|2号,116.23447809999999,39.90287799,145933
302,http://www.dianping.com/shop/92697298,远洋时代广场,准四星商户,['4'],[],石景山区,玉泉路63号,7.3,7.3,7.3,北京玉泉路63号远洋时代广场,北京市石景山区远洋时代广场,116.2462969,39.90009845,144509
303,http://www.dianping.com/shop/59441632,万达百货(北京银河店),准四星商户,['1'],[],石景山区,石景山路乙18号院4号楼,7.2,7.2,7.2,北京石景山路乙18号院4号楼万达百货(北京银河店),北京市石景山区万达百货,116.220801,39.90466294,145929
304,http://www.dianping.com/shop/14154217,华联商厦(石景山店),三星商户,['232'],['164'],鲁谷,石景山路22号华联商厦B1层,6.2,6.1,6.2,北京石景山路22号华联商厦B1层华联商厦(石景山店),北京市石景山区华联商厦,116.2134815,39.905336,146640
305,http://www.dianping.com/shop/33215058,德义兴商场,准四星商户,['4'],[],石景山区,古城南路48号,7.5,7.5,7.5,北京古城南路48号德义兴商场,北京市石景山区德义兴商场,116.1830996,39.90953768,148058
306,http://www.dianping.com/shop/103637303,金熙汇FUN生活主题商街,准四星商户,['2'],[],古城/八角,石景山路54号院,7.2,7.2,7,北京石景山路54号院金熙汇FUN生活主题商街,北京市石景山区石景山路54号院,116.17915259999998,39.90517085,146629
307,http://www.dianping.com/shop/98631410,厂东门1919(万达广场店),四星商户,['7'],[],鲁谷,石景山路乙18号万达广场2层,7.9,7.9,8.1,北京石景山路乙18号万达广场2层厂东门1919(万达广场店),北京市石景山区万达广场,116.2198987,39.90473918,146642
308,http://www.dianping.com/shop/48011356,京成广场,三星商户,[],[],古城/八角,八角东街与时代花园北路交叉口南150米,N,N,N,北京八角东街与时代花园北路交叉口南150米京成广场,北京市海淀区京成广场,116.20105339999999,39.91896699,150920
309,http://www.dianping.com/shop/32819573,新生活商城,三星商户,[],[],石景山区,苹果园地铁对面,N,N,N,北京苹果园地铁对面新生活商城,北京市石景山区地铁对面,116.16554359999999,39.92167303,151622
310,http://www.dianping.com/shop/43921078,和嘉汇生活广场,准四星商户,['2'],[],苹果园,当代商城(鼎城店)阜石路165号F1,7.1,7,7.1,北京当代商城(鼎城店)阜石路165号F1和嘉汇生活广场,北京市石景山区和嘉汇生活广场,116.1893741,39.92413479,152344
311,http://www.dianping.com/shop/11282020,西山兴兴综合商场,准四星商户,['1'],[],石景山其它,黑石头路12号楼,7.1,7.3,7.3,北京黑石头路12号楼西山兴兴综合商场,北京市石景山区西山兴兴综合商场,116.12867179999999,39.95666026,163033
324,http://www.dianping.com/shop/3671260,侨福芳草地购物中心,五星商户,['3530'],['637'],朝外大街,东大桥路9号,9.2,9.3,9.2,北京东大桥路9号侨福芳草地购物中心,北京市朝阳区侨福芳草地购物中心,116.44221090000002,39.91839381,151002
325,http://www.dianping.com/shop/93948950,Hopson One(合生汇),五星商户,['2481'],['306'],大望路,西大望路九龙山地铁站旁,9.1,9.2,9.1,北京西大望路九龙山地铁站旁HopsonOne(合生汇),北京市朝阳区九龙山地铁站旁,116.4289696,39.9158463,149570
326,http://www.dianping.com/shop/58711209,蓝色港湾,五星商户,['4886'],['369'],蓝色港湾,朝阳公园路6号二十一世纪对面,9.1,9.2,9,北京朝阳公园路6号二十一世纪对面蓝色港湾,北京市朝阳区蓝色港湾,116.46901159999999,39.94817252,160293
327,http://www.dianping.com/shop/3158110,朝阳大悦城,五星商户,['6995'],['379'],青年路,朝阳北路101号,9.1,9.1,9,北京朝阳北路101号朝阳大悦城,北京市朝阳区朝阳大悦城,116.51401659999999,39.92303161,152455
328,http://www.dianping.com/shop/20962008,长楹天街购物中心,五星商户,['1433'],['335'],常营,朝阳北路常营地铁站F出口旁,9.1,9.1,9,北京朝阳北路常营地铁站F出口旁长楹天街购物中心,北京市朝阳区龙湖长楹天街购物中心,116.5938639,39.92399747,152482
329,http://www.dianping.com/shop/2039761,世贸天阶THE PLACE,五星商户,['1065'],['234'],国贸,光华路9号,9.1,9.2,9.1,北京光华路9号世贸天阶THEPLACE,北京市朝阳区世贸天阶,116.445898,39.91516942,149576
330,http://www.dianping.com/shop/15080143,三里屯太古里,五星商户,['3459'],['583'],三里屯,三里屯北路19号,9.1,9.1,8.9,北京三里屯北路19号三里屯太古里,北京市朝阳区三里屯太古里,116.4482371,39.93351566,155288
331,http://www.dianping.com/shop/4717983,颐堤港,五星商户,['2548'],['261'],酒仙桥,酒仙桥路18号,9.1,9.2,9,北京酒仙桥路18号颐堤港,北京市朝阳区颐堤港,116.48464340000001,39.96773139,166011
332,http://www.dianping.com/shop/1766266,国贸商城,五星商户,['922'],['2777'],国贸,建国门外大街1号,9.2,9.2,9,北京建国门外大街1号国贸商城,北京市朝阳区国贸商城,116.4532187,39.90960087,148150
333,http://www.dianping.com/shop/2088220,北京SKP,五星商户,['4230'],['4156'],大望路,建国路87号,9.1,9.1,8.4,北京建国路87号北京SKP,北京市朝阳区北京skp,116.4729415,39.90894399,147443
334,http://www.dianping.com/shop/14897313,爱琴海购物公园,五星商户,['2511'],['244'],太阳宫,七圣中街12号,9.1,9.1,9,北京七圣中街12号爱琴海购物公园,北京市朝阳区购物公园,116.43006580000001,39.96996475,166706
335,http://www.dianping.com/shop/2947111,悠唐购物中心,五星商户,['3098'],['321'],朝外大街,三丰路三丰北里2号,9,9,8.9,北京三丰路三丰北里2号悠唐购物中心,北京市朝阳区悠唐购物中心,116.4327295,39.92026383,150999
336,http://www.dianping.com/shop/5532559,三里屯SOHO,五星商户,['726'],['298'],三里屯,工体北路8号,9.1,9.1,9,北京工体北路8号三里屯SOHO,北京市朝阳区三里屯soho商场,116.4482565,39.93065482,154574
337,http://www.dianping.com/shop/7938525,远洋未来广场,五星商户,['1291'],['336'],亚运村,北四环东路73号,9.1,9.1,9,北京北四环东路73号远洋未来广场,北京市朝阳区远洋未来广场,116.4274686,39.98848028,173131
338,http://www.dianping.com/shop/4280288,新奥购物中心,五星商户,['1102'],['191'],亚运村,湖景东路9-11号,9,9,8.8,北京湖景东路9-11号新奥购物中心,北京市朝阳区新奥购物中心,116.3879297,39.99863275,175974
339,http://www.dianping.com/shop/58116348,官舍,五星商户,['337'],['135'],亮马桥/三元桥,亮马桥外交公寓B区一号楼首层,9.2,9.3,9.1,北京亮马桥外交公寓B区一号楼首层官舍,北京市朝阳区亮马桥外交公寓b区|1,116.4576352,39.95067979,161004
340,http://www.dianping.com/shop/57650037,斯普瑞斯奥特莱斯,五星商户,['647'],['941'],首都机场,金盏乡森林公园东1号,9.1,9.1,9.1,北京金盏乡森林公园东1号斯普瑞斯奥特莱斯,北京市朝阳区斯普瑞斯奥特莱斯,116.5906143,40.01080599,180327
341,http://www.dianping.com/shop/4675379,凤凰汇购物中心,五星商户,['996'],['334'],亮马桥/三元桥,京密路曙光西里甲5号院,8.9,9.1,8.8,北京京密路曙光西里甲5号院凤凰汇购物中心,北京市朝阳区凤凰汇购物中心,116.45119409999998,39.96146613,164571
342,http://www.dianping.com/shop/97882486,环宇荟购物中心,准五星商户,['458'],['233'],安贞,北土城路与安定路交汇处,8.7,9.1,8.8,北京北土城路与安定路交汇处环宇荟购物中心,北京市朝阳区安定路,116.4015939,39.98084659,170266
343,http://www.dianping.com/shop/6499598,金地广场,五星商户,['473'],['295'],大望路,建国路91号,9.1,9.1,9.1,北京建国路91号金地广场,北京市朝阳区金地广场,116.4690618,39.90804428,147442
344,http://www.dianping.com/shop/4740075,北京嘉里中心,五星商户,['169'],['751'],国贸,光华路1号,9.2,9.3,9.2,北京光华路1号北京嘉里中心,北京市朝阳区嘉里中心,116.453464,39.91276231,148864
345,http://www.dianping.com/shop/4118197,财富购物中心,五星商户,['430'],['208'],国贸,东三环中路7号财富购物中心F1层,9.1,9.1,9,北京东三环中路7号财富购物中心F1层财富购物中心,北京市朝阳区财富购物中心,116.45239129999999,39.91670065,150292
346,http://www.dianping.com/shop/3275692,赛特奥莱,五星商户,['2592'],['1280'],马泉营,香江北路28号,8.8,9.1,8.6,北京香江北路28号赛特奥莱,北京市朝阳区赛特奥莱,116.4991983,40.03427479,187436
347,http://www.dianping.com/shop/4061308,北京银泰中心in01,五星商户,['382'],['3958'],建外大街,建国门外大街2号,9.1,9.1,9,北京建国门外大街2号北京银泰中心in01,北京市朝阳区银泰中心,116.45403859999999,39.90617594,146722
348,http://www.dianping.com/shop/2884528,那里花园,五星商户,['352'],['418'],三里屯,三里屯北街81号,9,9.1,8.9,北京三里屯北街81号那里花园,北京市朝阳区那里花园,116.4486993,39.93493261,156003
349,http://www.dianping.com/shop/2445736,华贸购物中心,五星商户,['416'],['1171'],大望路,建国路79号,9,9,8.8,北京建国路79号华贸购物中心,北京市朝阳区华贸购物中心,116.47487659999999,39.90837247,147444
350,http://www.dianping.com/shop/13752160,麒麟新天地,五星商户,['269'],['205'],望京,阜通西大街11号,9,9.1,9.1,北京阜通西大街11号麒麟新天地,北京市朝阳区合生麒麟新天地,116.471635,39.99579784,175288
351,http://www.dianping.com/shop/1940548,凯德MALL(望京店),准五星商户,['1332'],['221'],望京,广顺北大街33号,8.5,8.4,8.2,北京广顺北大街33号凯德MALL(望京店),北京市朝阳区凯德mall,116.46256509999998,39.99164761,173857
352,http://www.dianping.com/shop/4109284,环球贸易中心,五星商户,['295'],['162'],安贞,北三环东路36号,9,9.1,8.8,北京北三环东路36号环球贸易中心,北京市东城区环球贸易中心,116.40421409999998,39.96561596,165983
353,http://www.dianping.com/shop/19282696,北京金隅嘉品Mall,五星商户,['350'],['243'],东坝,东坝中路38号楼,9,9,9,北京东坝中路38号楼北京金隅嘉品Mall,北京市朝阳区金隅嘉品mall,116.5422108,39.95058297,161032
354,http://www.dianping.com/shop/5989037,凯德MALL(太阳宫店),准五星商户,['1115'],['312'],太阳宫,太阳宫中路12号,8.8,8.8,8.5,北京太阳宫中路12号凯德MALL(太阳宫店),北京市朝阳区凯德mall,116.44032560000001,39.96985712,166710
355,http://www.dianping.com/shop/17503338,通盈中心,五星商户,['318'],['338'],三里屯,南三里屯路与工体北路交叉处,9.1,9.1,9,北京南三里屯路与工体北路交叉处通盈中心,北京市朝阳区通盈中心,116.4487479,39.93110987,154575
356,http://www.dianping.com/shop/23617665,新荟城,准五星商户,['356'],['119'],望京,望京东园一区120号,8.7,8.7,8.6,北京望京东园一区120号新荟城,北京市朝阳区新荟城,116.47577679999999,39.99720345,176004
357,http://www.dianping.com/shop/48130846,四元桥购物中心,准五星商户,['225'],['153'],望京,四元桥宜居南路2号楼,8.7,9,8.7,北京四元桥宜居南路2号楼四元桥购物中心,北京市朝阳区四元桥购物中心,116.45515900000001,39.97756473,169571
358,http://www.dianping.com/shop/1766293,伊藤洋华堂(亚运村店),准五星商户,['1545'],['141'],亚运村,北四环东路108号,8.3,8.3,8.1,北京北四环东路108号伊藤洋华堂(亚运村店),北京市朝阳区亚运村,116.41515849999999,39.98664465,172413
359,http://www.dianping.com/shop/2648170,富力广场,准五星商户,['1662'],['287'],双井,东三环中路65号,8.4,8.4,8.1,北京东三环中路65号富力广场,北京市朝阳区富力广场,116.45459699999999,39.89241887,142439
360,http://www.dianping.com/shop/98025625,万达广场(CBD店),准五星商户,['27'],[],朝阳区,建国路93号万达广场,9,8.9,8.7,北京建国路93号万达广场万达广场(CBD店),北京市通州区建国路|93号,116.4662912,39.9078178,147441
361,http://www.dianping.com/shop/6564918,华贸天地,准五星商户,['105'],['89'],北苑家园,清河营南街七号院,8.7,8.8,8.7,北京清河营南街七号院华贸天地,北京市朝阳区华贸天地,116.42442199999999,40.04575459,190980
362,http://www.dianping.com/shop/1898365,上品＋(奥运村店),四星商户,['2257'],['458'],北苑家园,北苑路甲13号,7.7,7.4,7.5,北京北苑路甲13号上品＋(奥运村店),北京市朝阳区奥运村,116.4022233,40.00376278,177407
363,http://www.dianping.com/shop/44125905,BHG Mall购物中心(常营店),准五星商户,['279'],['260'],常营,朝阳北路17号,8.6,8.7,8.5,北京朝阳北路17号BHGMall购物中心(常营店),北京市朝阳区朝阳北路|17号,116.59124059999999,39.92503553,153195
364,http://www.dianping.com/shop/3532411,望京华彩商业中心,准五星商户,['342'],['214'],望京,广顺北大街16号,8.4,8.3,8.1,北京广顺北大街16号望京华彩商业中心,北京市朝阳区望京华彩商业中心,116.46262409999999,40.00892403,179569
365,http://www.dianping.com/shop/1759957,燕莎奥特莱斯购物中心,四星商户,['4692'],['1081'],十八里店,东四环南路9号,7.6,7.5,7.3,北京东四环南路9号燕莎奥特莱斯购物中心,北京市朝阳区燕莎奥特莱斯购物中心,116.4822496,39.87754216,137450
366,http://www.dianping.com/shop/4206983,比如世界购物中心,准五星商户,['334'],['253'],太阳宫,京顺路111号,8.4,8.5,8.3,北京京顺路111号比如世界购物中心,北京市朝阳区比如世界购物中心,116.45572920000001,39.96671353,166001
367,http://www.dianping.com/shop/5544753,天虹百货(新奥店),准五星商户,['370'],['499'],亚运村,湖景东路9号,8.7,8.9,8.4,北京湖景东路9号天虹百货(新奥店),北京市朝阳区天虹百货,116.3879615,40.00036066,176688
368,http://www.dianping.com/shop/1766173,燕莎友谊商城(亮马桥店),准五星商户,['509'],['2693'],亮马桥/三元桥,亮马桥路52号,8.5,8.4,8.1,北京亮马桥路52号燕莎友谊商城(亮马桥店),北京市朝阳区亮马桥路|52,116.45716909999999,39.94754377,159575
369,http://www.dianping.com/shop/2730487,新世界百货(望京店),四星商户,['1115'],['316'],望京,广顺南大街16号,8,7.9,7.8,北京广顺南大街16号新世界百货(望京店),北京市朝阳区广顺南大街|16号,116.4745497,39.98554845,171719
370,http://www.dianping.com/shop/4622726,方恒购物中心,准五星商户,['319'],[],望京,阜通东大街6号院,8.3,8.4,8.4,北京阜通东大街6号院方恒购物中心,北京市朝阳区方恒购物中心,116.4764312,39.98891166,173148
371,http://www.dianping.com/shop/1766338,赛特购物中心,准五星商户,['711'],['1017'],建外大街,建国门外大街22号,8.4,8.3,8.2,北京建国门外大街22号赛特购物中心,北京市朝阳区赛特购物中心,116.43557050000001,39.90611013,146716
372,http://www.dianping.com/shop/5111757,富力城,四星商户,['46'],['592'],双井,东三环南路双井地铁站A出口,8.2,8.5,8.2,北京东三环南路双井地铁站A出口富力城,北京市朝阳区富力广场,116.4530822,39.89403024,143152
373,http://www.dianping.com/shop/16006113,屯三里Mall永利国际购物中心,四星商户,['258'],['138'],三里屯,工人体育场北路21号,8,8.2,8.1,北京工人体育场北路21号屯三里Mall永利国际购物中心,北京市朝阳区屯三里永利国际购物中心,116.43805970000001,39.93395435,155285
374,http://www.dianping.com/shop/2298418,燕丰商场,准五星商户,['316'],['40'],左家庄,西坝河南里17号楼,8.6,7.9,8,北京西坝河南里17号楼燕丰商场,北京市朝阳区燕丰商场,116.43294409999999,39.95861065,163137
375,http://www.dianping.com/shop/107929976,龙湖长楹天街购物中心西区,四星商户,['17'],[],常营,常营地铁站G西南口西100米,8.4,8.4,7.9,北京常营地铁站G西南口西100米龙湖长楹天街购物中心西区,北京市朝阳区龙湖长楹天街购物中心西区,116.5928193,39.92407154,152482
376,http://www.dianping.com/shop/4209496,望京国际商业中心,准五星商户,['149'],['216'],望京,望京街9号望京新城B区,8.3,8,8.1,北京望京街9号望京新城B区望京国际商业中心,北京市朝阳区望京国际商业中心,116.4780261,39.98872825,173149
377,http://www.dianping.com/shop/2662750,乐成中心SPACE3,四星商户,['223'],['227'],双井,东三环中路22号,8.1,8.5,8,北京东三环中路22号乐成中心SPACE3,北京市朝阳区东三环中路|22号,116.4561317,39.89275454,142439
378,http://www.dianping.com/shop/57545754,金泉广场,四星商户,['60'],['37'],北苑家园,北苑路与大屯路交叉口西北角,8.3,8.3,8.2,北京北苑路与大屯路交叉口西北角金泉广场,北京市朝阳区金泉广场,116.4089363,40.00372255,177409
379,http://www.dianping.com/shop/18285401,远洋未来汇,四星商户,['234'],['279'],十里堡,东四环中路58号,8.2,8.5,8.4,北京东四环中路58号远洋未来汇,北京市朝阳区远洋未来汇,116.4861637,39.914747,149589
380,http://www.dianping.com/shop/4502673,世茂广场(工三店),四星商户,['758'],['132'],三里屯,工体北路13号,7.7,7.9,7.7,北京工体北路13号世茂广场(工三店),北京市朝阳区世茂广场,116.44334679999999,39.93372644,155287
381,http://www.dianping.com/shop/2291119,SOHO尚都,四星商户,['337'],['190'],朝外大街,东大桥路8号,7.7,7.8,7.6,北京东大桥路8号SOHO尚都,北京市朝阳区soho尚都,116.4453081,39.91755309,150289
382,http://www.dianping.com/shop/2261392,3.3大厦,四星商户,['319'],['370'],三里屯,三里屯路33号,7.6,7.7,7.5,北京三里屯路33号3.3大厦,北京市朝阳区3.3大厦,116.448624,39.93552142,156003
383,http://www.dianping.com/shop/76932958,梦秀欢乐广场,四星商户,['192'],['202'],望京,望京西路歌华有线对面,7.9,8.1,8,北京望京西路歌华有线对面梦秀欢乐广场,北京市朝阳区梦秀欢乐广场,116.45078390000002,39.99302293,174567
384,http://www.dianping.com/shop/2081644,新世界百货(彩旋店),四星商户,['891'],['349'],大望路,建国路93号院,7.3,7.3,7.2,北京建国路93号院新世界百货(彩旋店),北京市东城区新世界百货,116.4118755,39.8966308,143852
386,http://www.dianping.com/shop/1766239,丰联广场,四星商户,['553'],['297'],朝外大街,朝阳门外大街18号,7.5,7.9,7.4,北京朝阳门外大街18号丰联广场,北京市朝阳区丰联广场,116.432585,39.92252851,151713
387,http://www.dianping.com/shop/23915500,悦界(朝阳大悦城店),五星商户,['50'],['74'],青年路,朝阳北路101号朝阳大悦城6层,9.1,9.2,9,北京朝阳北路101号朝阳大悦城6层悦界(朝阳大悦城店),北京市朝阳区朝阳大悦城,116.51401659999999,39.92303161,152455
388,http://www.dianping.com/shop/4042963,天虹(国展店),四星商户,['268'],['414'],左家庄,左家庄北里58号,7.8,7.9,7.7,北京左家庄北里58号天虹(国展店),北京市朝阳区左家庄北里|58号,116.43593680000001,39.95745567,163138
389,http://www.dianping.com/shop/3490729,都汇天地,四星商户,['167'],['393'],亮马桥/三元桥,新源南路1号,7.7,8.2,7.7,北京新源南路1号都汇天地,北京市朝阳区都汇天地,116.4538066,39.94843067,160288
390,http://www.dianping.com/shop/2291158,易事达购物休闲广场,四星商户,['179'],['684'],北苑家园,秋实街1号,7.8,7.7,7.8,北京秋实街1号易事达购物休闲广场,北京市朝阳区易事达购物休闲广场,116.4152757,40.04118624,189549
391,http://www.dianping.com/shop/110836100,万科时代中心,准四星商户,['71'],['118'],十里堡,朝阳路十里堡甲3号院甲1号,8.1,8,7.6,北京朝阳路十里堡甲3号院甲1号万科时代中心,北京市朝阳区十里堡甲3号院|甲1号楼,116.4963956,39.91414049,149593
392,http://www.dianping.com/shop/26976900,中国红街,四星商户,['33'],[],工人体育场,工体东路丙2号,8.2,8,8.1,北京工体东路丙2号中国红街,北京市朝阳区中国红街,116.4446476,39.93099218,154573
393,http://www.dianping.com/shop/1766323,蓝岛大厦(朝阳店),四星商户,['743'],['829'],朝外大街,朝阳门外大街8号,7.3,7.1,7.2,北京朝阳门外大街8号蓝岛大厦(朝阳店),北京市朝阳区蓝岛大厦,116.4432923,39.92104384,151717
394,http://www.dianping.com/shop/69134337,潮驿178,准五星商户,['43'],['77'],北苑家园,北苑路28号,8.5,9,8.5,北京北苑路28号潮驿178,北京市朝阳区潮驿178,116.40976940000002,40.03925735,188833
395,http://www.dianping.com/shop/4625623,温特莱中心,四星商户,['24'],[],大望路,西大望路1号,8,8.2,8,北京西大望路1号温特莱中心,北京市朝阳区温特莱中心,116.47075530000001,39.91180178,148870
396,http://www.dianping.com/shop/2351326,久隆百货(酒仙桥店),四星商户,['405'],['318'],酒仙桥,酒仙桥路39号,7.6,7.8,7.5,北京酒仙桥路39号久隆百货(酒仙桥店),北京市朝阳区久隆百货,116.4890429,39.96047971,163870
397,http://www.dianping.com/shop/69478661,丽都广场,四星商户,['21'],[],酒仙桥,将台路6号,8,8.1,7.9,北京将台路6号丽都广场,北京市朝阳区丽都广场,116.47209509999999,39.97610293,168863
398,http://www.dianping.com/shop/2689171,双子座购物中心,四星商户,['57'],[],建外大街,建国门外大街乙12号,7.9,8,7.9,北京建国门外大街乙12号双子座购物中心,北京市朝阳区双子座购物中心,116.4414535,39.90624685,146718
399,http://www.dianping.com/shop/106435967,三里屯太古里北区N8座,准四星商户,['4'],[],三里屯,三里屯路19号三里屯太古里北区,7.6,7.6,7.6,北京三里屯路19号三里屯太古里北区三里屯太古里北区N8座,北京市朝阳区三里屯太古里北区|N|8座,116.4480561,39.93734011,156716
400,http://www.dianping.com/shop/8948842,铭泽生活广场,四星商户,['44'],['64'],十八里店,周庄村52号,8,7.8,7.8,北京周庄村52号铭泽生活广场,北京市朝阳区铭泽生活广场,116.47080359999998,39.86279324,133162
401,http://www.dianping.com/shop/5438866,华贸广场,四星商户,['18'],[],大望路,西大望路甲6号,8,8.1,8,北京西大望路甲6号华贸广场,北京市朝阳区华贸广场,116.47392109999998,39.90878275,147443
402,http://www.dianping.com/shop/1766254,贵友大厦(建外店),四星商户,['222'],['297'],建外大街,建国门外大街甲5号,7.5,7.5,7.5,北京建国门外大街甲5号贵友大厦(建外店),北京市朝阳区建国门外大街|甲5号,116.4447378,39.90740434,147433
403,http://www.dianping.com/shop/5503641,高和萃,四星商户,['33'],[],朝阳公园/团结湖,东三环北路甲26号楼博瑞大厦,7.9,8,8,北京东三环北路甲26号楼博瑞大厦高和萃,北京市朝阳区高和萃,116.456328,39.92725453,153149
404,http://www.dianping.com/shop/3115684,荣祥广场,四星商户,['73'],['104'],国展,馨园一路2号院,8.1,8.1,8,北京馨园一路2号院荣祥广场,北京市顺义区荣祥广场,116.54167790000001,40.06143377,196018
405,http://www.dianping.com/shop/38075180,k酷时尚广场,四星商户,['46'],[],朝阳区,北苑路42号,8,7.8,7.9,北京北苑路42号k酷时尚广场,北京市朝阳区k酷时尚广场,116.41325859999999,40.03221308,186692
406,http://www.dianping.com/shop/21194111,佳忆·青年汇,四星商户,['41'],[],青年路,青年路与朝阳北路交口南100米,7.9,7.9,7.9,北京青年路与朝阳北路交口南100米佳忆·青年汇,北京市朝阳区青年汇,116.49763229999999,39.9134552,148879
407,http://www.dianping.com/shop/65951430,时代名门商场,准四星商户,['50'],['85'],小营,北四环中路117号,7.5,7.6,7.6,北京北四环中路117号时代名门商场,北京市朝阳区时代名门商场,116.40025729999999,39.99011893,173122
408,http://www.dianping.com/shop/32372160,好世界商业广场,准四星商户,['108'],['89'],朝阳公园/团结湖,东三环北路38号院2号,7.7,7.7,7.6,北京东三环北路38号院2号好世界商业广场,北京市朝阳区好世界商业广场,116.4573291,39.92014026,151008
409,http://www.dianping.com/shop/2576383,棕榈泉生活广场,四星商户,['57'],[],朝阳公园/团结湖,朝阳公园南路8号,7.7,7.8,7.6,北京朝阳公园南路8号棕榈泉生活广场,北京市朝阳区棕榈泉生活广场,116.47257140000002,39.93119303,154583
